cv1,cv2
333.99,0.67
333.30321521412054,0.6758127533990061
333.59664452774734,0.6761211293508116
333.633654383252,0.6777211464800753
333.3696946033272,0.6785120045476214
332.9484371030991,0.6823739326917682
333.1188743015458,0.6829593949461521
333.174625277309,0.6831521860637426
332.95444085040475,0.6850300884667433
332.4665483033311,0.6856498736200097
332.45378135104886,0.685410608333981
332.584397698084,0.6868973584954984
332.34410179825875,0.6871551635182216
332.0698410960006,0.6886316627195913
331.9396436085373,0.688673013703303
332.14519907248336,0.690450344027588
331.77300751914953,0.6915027916276295
331.5866247760864,0.6926774386347592
331.7987965534697,0.6945383571155934
331.68055611523465,0.6944017873745372
331.5931909881908,0.6965896117006454
331.2755004685101,0.6974229671651011
331.312609083432,0.697247091823973
331.2444118992105,0.6976393616727103
331.4407191044153,0.7016805389946613
331.09462251910315,0.7023104853077788
331.16227587509354,0.7034996790413628
331.2708860456828,0.7067747605784473
330.87042925483934,0.7055337103651296
330.7887660676699,0.7079883237175597
330.61007874127523,0.7068890203634467
330.91945094591426,0.7087990639524292
330.6283573955818,0.711316430407359
330.5087777305899,0.7116589052492036
330.7540163458758,0.7140951234613664
330.5284246187758,0.7136715380256714
330.50781363958856,0.716275139764976
330.0798886697219,0.7154062933610135
330.23835332014175,0.7135220981258867
330.28711021905934,0.7160784936448443
329.8578028814659,0.7128265776187372
329.95051763347044,0.7147762724118958
329.90068178897616,0.7146107828883468
329.85882668479445,0.714374706671403
329.77699117861874,0.7173558444306187
329.73699320673376,0.7165851110691444
329.71552717487174,0.7166799914127844
329.3973725953815,0.7172246254084482
329.29786736627074,0.7168680426498265
329.3841410833806,0.7166114922053843
329.3390780575121,0.7168130928623699
329.09858660798466,0.7171062910075655
329.277843161025,0.7182771441873149
329.3222910389278,0.7157972823203264
329.33459779925454,0.7158253272444867
329.2491379903586,0.7165671344919005
329.0148952532468,0.7142713982418727
329.2915764578303,0.7142705302551853
329.29801146476115,0.7149999033908507
329.29814860002534,0.7142189943408711
329.0236695653107,0.7144378711131449
329.2778724737445,0.713719419860376
329.16167070897507,0.7128365551752285
329.2187149909635,0.7139876475534184
329.0878789428467,0.7136304284075657
328.9974374303838,0.710059458717496
328.9955263470617,0.7125307014341328
328.7414787636973,0.7214935345553901
328.5081172522826,0.7178430159685862
328.39753041314174,0.7087735316501629
328.2446924703314,0.7081556638787745
328.282086847379,0.7112093733397028
328.3739416284224,0.7121761890557254
328.4968219568528,0.709398538065019
328.5193400286025,0.7103903993212545
327.9235232856221,0.7089449007480642
327.9949278374462,0.7085944003132449
328.0652057469486,0.7073043738962126
327.8787651997252,0.7073481217160633
327.83929320437954,0.7074158696657673
327.85954678014076,0.7068185579492243
328.00571174247466,0.7084562476940356
327.5867162855862,0.7074718932838503
327.6131448048816,0.7061466546374923
327.44257662453975,0.7056239908072254
327.53056139600346,0.7042354265121168
327.16766234958874,0.703104863542752
327.2873354936756,0.7029525417016631
327.0651763829628,0.7022337415925058
327.0957097735505,0.7008993575308
327.1452988174792,0.7036056082263996
326.94260123785295,0.7020165413811896
326.8187868761433,0.7017491933843726
326.80019526320746,0.704083556189828
326.5812428368191,0.6998235374320635
326.5773634479975,0.7018424100998641
326.4374025641255,0.7020873264478085
326.35714736401945,0.6995257768850609
326.3005897997547,0.700353379931548
326.0750973677683,0.7013739000035764
326.0775337842913,0.6993563547276337
326.03784286210424,0.7008137662843742
326.33049709988154,0.7091983701118217
326.1416795237663,0.7111623428749486
326.51944225957186,0.7206752420880881
326.65054378667065,0.72906929702271
326.9680226280961,0.7311235523998943
326.9025536291396,0.7423364506672456
326.315653105714,0.7435735352390882
326.60047801568624,0.7459938208143323
326.96548941754344,0.75393810678382
326.80212576601144,0.7561407319117246
326.84869926898887,0.7613733681501842
326.99847133313096,0.7637867699885399
327.12050413715264,0.7659362760404382
326.8059501620872,0.7698002801946466
326.81160445676187,0.7706451079910944
327.0768546395483,0.7727630036900277
327.36044647489564,0.7769314632668309
327.11092948894543,0.7796455341273638
327.38353630802965,0.7836841927378768
327.55831530481316,0.784848566676319
327.6258020798003,0.7878419877572905
327.2998422879936,0.7892808388578725
327.6571744578501,0.7917425230712476
327.9270256280757,0.7926256993648765
327.7292168964666,0.7939217828864389
327.4895809980418,0.7983254026358002
327.3826838048626,0.8067816305025017
327.3802076126103,0.8210848479481694
326.7684986401939,0.8175002150131885
326.8234649572711,0.8066832011859907
326.58677892218856,0.8096952873067107
326.3910055953349,0.8142726210762197
326.2966458788911,0.8157870057766439
326.6552003327122,0.814331649558771
326.5620416917819,0.8164217632053157
325.89443611854637,0.8167677973573718
325.7815938278653,0.8192368841425204
325.92589366285375,0.8182923265532555
325.7291733353196,0.8185201821948873
325.51523658200614,0.8225590594034764
325.49543755964345,0.8211852206336704
325.49208157322624,0.8225416925813408
325.32519447570013,0.8236711453725525
325.3395966910552,0.8239448677333958
325.2406135001436,0.8247405034367614
324.9549365436601,0.8246752544476581
324.92966415975536,0.8257550489669222
324.827400974033,0.8254938375151257
324.9152722904394,0.828244508723307
324.8286368325452,0.8294677859736133
324.51115767605404,0.8246344374544934
324.3458773598025,0.8212101696178491
323.8297204078281,0.8108937948789274
323.67570612839745,0.804417654816717
323.1914677148885,0.7991833493897307
323.21773888992306,0.7891410956123952
324.43099242040387,0.7860298010463365
323.80744165143756,0.7830202161173263
323.6515309667321,0.7808972388017155
323.2383267512218,0.7748350953527596
323.769119815209,0.7701689181920486
323.0495224831356,0.7670559050345483
322.98836465017354,0.7624589927550797
323.03823821763484,0.7593922251841355
323.01680942782343,0.7535583801705277
322.77919720658514,0.7523660598661057
322.3404107921481,0.749108203639903
322.49694945285836,0.7454111767162899
322.4443882697777,0.7446291131466971
322.0773932783031,0.7413699586302498
322.30821570801993,0.742019191846643
321.8216853193727,0.739182978678582
321.9828779637783,0.7390019299077273
321.57295298461463,0.7376918963785144
321.6011247785401,0.734411671782837
321.43739411490407,0.7349249158523692
321.2396595187096,0.7330928562945507
320.87026320864555,0.7309919315705371
320.6287843069297,0.7305867136098292
320.6149047051911,0.7277924136838516
320.44141972887604,0.7273706362283743
320.18632173302274,0.7249966482337058
320.0607734286173,0.7245743518231318
319.95942852981165,0.7224040425952594
319.71208883553396,0.7204923983630523
319.7065640194465,0.7215678129939769
319.48257479655865,0.7189394680552168
319.3551503803761,0.7178893961508169
320.5924462565895,0.7258062432735648
321.06589677968685,0.7265306027602108
321.24901306641334,0.7277342311518527
321.32824443088646,0.732223723233929
321.7383746800238,0.7315744027216063
321.8184118577045,0.7297119544872993
321.249472520454,0.7304821443844216
322.0516734321928,0.7286995726470287
322.3058048158378,0.7261675444788904
322.48082451105046,0.7294997092922235
321.9363278458676,0.7275998729554632
322.5789818807121,0.7243620861579124
322.7383921477968,0.730410755940053
322.7705309379089,0.730765049513745
323.02739296513573,0.738749418797537
323.38915442707594,0.7407773425111963
323.73501690605434,0.7417665107656026
323.8789370822278,0.7518567327335858
323.46789068455985,0.7513939113446182
324.2451594612542,0.7547692444053506
324.1841774254149,0.7570557725369413
324.42150737568494,0.7595491806221508
324.4892534083381,0.763705801122915
324.7849047304064,0.7642571044299598
324.8284289305438,0.7673520802506402
324.88107497070206,0.7696207957155681
325.1484814839575,0.7694380052135905
325.42936150811715,0.7725481009606676
325.52593425415847,0.7747092753102294
325.3784817514004,0.7739780019750999
325.7411078740627,0.7765380170799956
326.03546822536254,0.7774802312294118
325.9815173406662,0.7765555369888517
326.23006453033076,0.7799626537247168
326.2267842589598,0.7776571484579087
326.6606681698092,0.7796358828697241
326.3503802246816,0.7802540170150126
326.73869808536597,0.7803430046094469
327.00510857090245,0.7813102447375787
326.94536321853633,0.7796146634993986
327.1153440205869,0.7811377102298235
327.2964742072077,0.781885794500526
327.59393140871066,0.7812842305588592
327.6201579100615,0.7832698450230191
327.7631292194604,0.7832195872740716
328.0228732578391,0.7840489106278964
327.99666783392433,0.7829576790812941
328.0409219204752,0.7826715779018867
328.05644597114946,0.7820788752325424
328.3988711339765,0.7820054197339754
328.58910166951017,0.7829929488374308
328.6049565344934,0.7834046376465971
328.8168085165263,0.7825692123423786
328.97908382885737,0.7812485773509164
328.8377523150403,0.7805839625149835
328.82523399595107,0.779516839309589
329.1628472837221,0.7783246143635703
329.2971531080364,0.7764346053348541
329.48298156684933,0.7767081819576596
329.51399767361846,0.7771587554637857
329.6221846086799,0.7744379396464465
329.7534933601712,0.7739371301738481
329.3505678625336,0.7731410883976598
329.1385352068768,0.7900231802438618
328.71060458577796,0.7945957595645126
328.32132696679975,0.7945016915892289
327.98148877124396,0.7935870012548527
